Sentence,Sentiment
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",neutral
$MOS looking good here at $58.65. Calls are active in this month and weekly,positive
"Tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however .",neutral
"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",positive
"Later on , about 150 Finnish-made houses will be build in the area .",neutral
"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",neutral
"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",negative
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",negative
"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .",neutral
Yahoo stock is up to $36.46 as the bidding war picks up for the company https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,positive
No financial details were available .,neutral
"According to the company 's updated strategy for the years 2009-2012 , Basware targets a long-term net sales growth in the range of 20 % -40 % with an operating profit margin of 10 % -20 % of net sales .",positive
LONDON AFX - Fortum said it has agreed to sell its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum .,neutral
"@TraceyRyniec not just energy, it's so broad. You will see it in WWG and Kaman as well. I'd be short $fast",negative
"$KO had missed earnings expectations for the last two quarters, so today’s strong results came as a major surprise http://stks.co/d0RHF",positive
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",positive
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",neutral
"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",negative
Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+ñnsi-Kalkkuna to produce turkey meat .,positive
"Under a memorandum of understanding MoU the parties will collaborate in preparing and implementing joint projects in the fields of combined power and heat generation , environmental protection and energy efficient technologies .",positive
"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL",positive
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",negative
"The newly-completed Allure of the Seas and its identical sister ship , Oasis of the Seas , which was completed last year are the world 's largest cruise ships .",neutral
EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .,negative
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",negative
Rental of building equipment accounted for 88 percent of the operating income .,neutral
Scanfil issued a profit warning on 10 April 2006 .,neutral
The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,positive
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",negative
"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built .",neutral
"According to the CEO of Nordea Bank Estonia Vahur Kraft , Nordea Finland and Stockmann have been cooperating for more than ten years .",positive
"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",neutral
"EU drops Shell, BP, Statoil from ethanol benchmark investigation",positive
Bought some more $CELG as it is ready for a bounce.,positive
Espoon kaupunki awarded contracts for personal care products .,positive
"The company has the poser , who wants to impress people with the latest handset .",neutral
"`` Neste Oil is working with over 20 research communities in Europe , America , Africa , Asia , and Australia to develop and introduce new raw materials .",positive
Starbucks downgraded on same day as new downgraded rewards program starts  $SBUX,negative
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",negative
Timberrrr $TSLA https://t.co/MRBgfDHHVa,negative
The talks are aimed at restructuring operations and cutting costs .,positive
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",neutral
Spain's CaixaBank Expects To Close Deal For Banco BPI,positive
"Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn .",positive
The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .,neutral
"As a domestic business , Best-In is already close to Finnish dog owners .",positive
"For 2009 , Incap expects revenue of some EUR 70 million .",neutral
volatility squeeze in $AAPL. I hope it gets resolved to the upside,neutral
"Centrica extends gas deals with Gazprom, Statoil",positive
The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,positive
The value of the contract is EUR 25mn .,neutral
EPS grew to 0.04 eur from 0.02 eur .,positive
"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .",neutral
"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members .",neutral
The group 's net sales in 2007 were EUR683 .6 m.,neutral
"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",positive
"MD Henning Bahr of Stockmann Gruppen praises the trend , since the chains become stronger and their decision-making processes more clear .",positive
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,neutral
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive
For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,neutral
The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,neutral
Cision says the sale will return its U.K. operation to profitability .,positive
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,neutral
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,neutral
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",neutral
UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal,positive
"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",neutral
"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",positive
"It 's even a little bit higher than Yara 's multiples on itself , ' an analyst in Helsinki said .",neutral
Entertainment One dispels ITV takeover rumours,positive
Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,positive
The sale price was not disclosed .,neutral
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,neutral
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,positive
Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .,neutral
"METALS-Zinc surges 12 pct after Glencore cuts output, fuelling metals rally",positive
"In parallel , TeliaSonera has decided to conduct a compulsory acquisition .",neutral
$NFLX +1% $104.80 LONG streaming services rapidly outpacing traditional cable,positive
The right margin will be viewed separately in detail with every customer .,neutral
The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 .,neutral
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",negative
Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive
"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .",neutral
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,neutral
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",neutral
$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,negative
"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",neutral
It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,neutral
The investment will be worth approximately EUR 100mn .,neutral
"Fiskars R , founded in 1649 , is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the U.S. .",neutral
"The Group 's consolidated net sales for 2008 totaled 3.4 billion euros and it employs approximately 13,000 persons .",neutral
Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,positive
"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .",positive
UPDATE 1-BP shareholders back more disclosure on climate change risks,neutral
Cash Flow from Operations for the most recent quarter also reached a eight year low .,neutral
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,positive
Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,neutral
Keith Skeoch to step up as David Nish quits as chief executive of Standard Life,neutral
"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",neutral
Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .,negative
"TietoEnator itself uses Nokia 's Intellisync Mobile Suite 's wireless email , calendar , and device management capabilities , and the company will now extend these services to its customers .",positive
$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,positive
The company will release its 2010 results on 11 February 2011 .,neutral
Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,neutral
"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",neutral
Bilfinger Industrial Services win Â£100m BP contract extension,positive
The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,neutral
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,neutral
Commented on It's Time To Embrace Dividend Growth https://t.co/wc2qfP79TN $ABBV $CSCO $WYN,positive
"The company operates worldwide and employs in total approximately 47,000 persons .",neutral
$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,positive
"Demand seems to have hit bottom now , and some signs of improvement can be seen .",positive
"$JE LOOKS like we are bouncing.  Would be nice to finish over $6 today, and make the hammer.  Nice volume from 5.77 bottom.  Fingers crossed",positive
`` The combined activities will create value for shareholders and be good for our employees and customers .,positive
The company expects its net sales for the whole 2009 to remain below the 2008 level .,negative
"Cash flow after investments amounted to EUR45m , down from EUR46m .",negative
The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,negative
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,positive
"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .",neutral
"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 .",neutral
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",neutral
"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .",neutral
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",neutral
"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",negative
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .",neutral
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",positive
"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .",neutral
"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",neutral
Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,positive
An individual promotion also generated slightly higher-than-expected revenues .,positive
A PLUMBING business has announced it is sponsoring a professional darts player .,neutral
CompaniesMeggitt profits hit by weak energy and military markets,negative
Nokia Siemens Networks has struggled to make a profit in the past two years .,negative
It is a disappointment to see the plan folded .,neutral
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",negative
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,positive
$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,negative
Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement .,neutral
"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",negative
$AAPL long 630.91,positive
"$AMZN trades in mid to upper range. No break out yet, either direction",neutral
Production is scheduled to start by the end of April 2007 .,neutral
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,negative
$IWM same conditions that sent markets to tumble all hitting this week,negative
"More than 14,000 customers were left powerless .",negative
The company said that the fall in turnover had been planned .,neutral
Viking Line manages well with its current ferries .,positive
"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",neutral
Is #Facebook's user engagement falling? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt,negative
"According to the company , its operating profit , excluding non-recurring items , in the fourth quarter of 2009 was significantly better than expected , and also better than the figures for the fourth quarter of 2008 .",positive
5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,positive
$FB Nice buyable intraday dip right here,positive
"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .",positive
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly .",neutral
$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,negative
Passengers rise at EasyJet and Aer Lingus,positive
"This could be any of us at any time , '' she said .",neutral
ESPN Files Lawsuit Against Verizon - http://stks.co/i2Cj1 $VZ,negative
"The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .",neutral
"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",neutral
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",neutral
The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .,neutral
Chime Communications Set To Be Acquired By WPP And Providence,positive
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,negative
TripAdvisor jumps on M&A rumors https://t.co/O4lwCDXMbr $TRIP,positive
Marimekko is considering further measures in the matter .,neutral
Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,positive
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,negative
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,neutral
The number of bodily injury cases quadrupled in 2000-2006 .,neutral
"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 .",neutral
$SAVE long. https://t.co/yEJuS9cMlC,positive
This would be a huge process .,neutral
"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",neutral
"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium .",neutral
"$SBUX down PM, from $DB downgrade.. PT cut from 70 to $64",negative
"DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF",negative
Slowly adding some $FIO here but gotta be careful. This will be one of biggest winners in 2012,positive
"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008 .",neutral
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",neutral
The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,neutral
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",negative
"VDW combined with LXE devices enhances productivity , enabling workers to use a single device to perform voice , scanning and keyboard functions .",positive
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,neutral
"In Russia , Raisio 's Food Division 's home market stretches all the way to Vladivostok .",neutral
"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",positive
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,neutral
Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .,positive
Net sales surged by 30 % to EUR 36 million .,positive
"$RXII Tang really is toxic, they keep bringing the share price down. At least they could let it climb a little before dragging it down.",negative
like $T for a breakout long as well. getting through the 100 and 200 MA could see it run.,positive
Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,neutral
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,neutral
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,negative
The transaction will take place without payment of merger consideration .,neutral
long $AAPL 107 calls @ .40,positive
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",negative
$tsla bad day to short,positive
"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",neutral
Some of the lay-offs will be implemented using part-time employment contracts .,neutral
"L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",neutral
"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",negative
"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",positive
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,negative
The Estonian parliament was set to vote on amendments to the excise duty law on Wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .,neutral
BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,neutral
"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .",neutral
$TSLA Wish had my puts back but see if we can find support around 243.39 and pop up so that I can get back in. https://t.co/hFkLq3WObV,negative
"The divestment is in line with the company 's plans to focus on selected growth segments and streamline corporate structure , the company explained .",positive
"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",positive
"The new system , which will include 60 MC3090 PDAs from Motorola , to be used by 60 Poundstretcher operatives across 3 shifts , will integrate in real-time with the company s existing Warehouse Management System , Aldata G.O.L.D Stock , which went live in May 2008 .",neutral
"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 .",positive
Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,negative
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",positive
Sales by Seppala diminished by 6 per cent .,neutral
"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",neutral
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",neutral
"The technology will become available to businesses from the fourth quarter , Nokia said .",neutral
$MTD (Mettler-Toledo) ready for a breakout,positive
StanChart and RBS struggle in Bank of England stress tests,negative
"Its annual capacity is some 10,000 MW .",neutral
"Tesla: Voluntary recall of 2,700 Model X vehicles, due to back seat issue. $TSLA https://t.co/NPAkc3U6GS",negative
"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",negative
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,positive
The output of the contracts totals 72 MWe .,neutral
Castecka said the town hall would hold talks with other investors interested in the zone .,neutral
"HSBC shakes up board with two new business chiefs, three departures",neutral
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",positive
$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,positive
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive
Finnish forestry company UPM-Kymmene and waste management company Lassila & Tikanoja said on Jan. 30 they were planning to produce ethanol and energy from commercial and industrial waste .,neutral
"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''",positive
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,positive
Johnson Matthey revs up on clean air drive,positive
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive
"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",neutral
The optimization of the steel components heating process will reduce the energy consumption .,positive
The personnel s expertise and high level of technology play a major role in Exel Composites operations .,neutral
Japan's Nikkei lands Financial Times in $1.3 billion deal,positive
MarketsShire up 2.5% and Baxalta up 6% on $32bn deal,positive
It will also strengthen Ruukki 's offshore business .,positive
"Really surprised by how much $FB has now fallen. Thought there'd be some support around the 50d, but I guess not.",negative
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",neutral
`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,neutral
The new units should become one of the largest ones within the company .,neutral
Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .,positive
Sainsbury CFO Rogers to Replace Home Retail CEO Walden,neutral
The total capacity of the factory will be approximately 100 engines a year .,neutral
The solution will be installed in the USA to support the North American operations of the customer .,neutral
"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody .",positive
Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,neutral
Financial details were not disclosed .,neutral
$EBAY  e-bay bay!  working on a couple daily dojis .. should continue to the downside  https://t.co/lgU0yBxEZe,negative
The company had hoped the new plant would be on stream by the end of 2008 .,neutral
"Stora Enso has also had meetings with the labor authorities , Employment and Economic Development Centres and representatives of the government in order to find solutions .",neutral
"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",negative
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",positive
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,positive
The company has an annual turnover of EUR32 .8 m.,neutral
"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .",positive
$ilmn piper Jeffries raises pt.  I remain long,positive
"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",neutral
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,neutral
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",positive
Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,positive
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",neutral
"The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .",positive
SAB's Chairman Digs In With Board Divided on InBev Offer,neutral
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,neutral
The order was valued at over EUR15m .,neutral
$AAPL - Has broken its downtrend - but 200DMA proving to be stiff resistance short term. https://t.co/VlzlgvIHZV,positive
AB InBev attacks SABMiller bid rebuffal,negative
The site will cover over six hectares .,neutral
"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .",neutral
Finnish fibre-based materials maker Ahlstrom Corp ( HEL : AHL1V ) said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011 .,neutral
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,negative
An EU law on the issue may be introduced around 2010 .,neutral
"The Filter Tips cover the volume range from 0.1-1200 -Ál including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -Ál volume capacities .",neutral
"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",neutral
"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .",neutral
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",positive
"And when it has lifted the veil on the various types of customer for which it designs its phones , the result is social stereotyping taken to a fine art .",neutral
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,positive
"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea .",neutral
The plant is expected to start production in the first half of 2007 .,neutral
"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion",positive
"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",negative
"In Finland , Alma Media will focus on quality and developing chain operations .",neutral
"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles .",neutral
"AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said .",neutral
EU regulator backs approval for GSK injectable asthma drug,positive
Shell share price: Standard Life announce position against BG acquisition,negative
The subsidiary is setting up a facility for manufacturing high-density interconnection printed circuit boards or PCBs at Nokia 's special economic zone at Sriperumbudur near Chennai .,neutral
The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,positive
The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,neutral
